Activity UUID_Product UUID;Activity Name;Geography;Reference Product Name
a7f9ac83-f4d6-5410-9b70-8e726fb08851_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;ID;deep well, drilled, for geothermal power
e7a20370-0c94-58ab-bae4-c473a664b260_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;IS;deep well, drilled, for geothermal power
afd44be6-aa8b-5a63-bc61-5585b41fcc92_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;IT;deep well, drilled, for geothermal power
54816b64-4125-5831-b655-5c802060ac01_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;JP;deep well, drilled, for geothermal power
95ab5c20-20f6-54be-8e2d-c07a2233c3ac_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;KE;deep well, drilled, for geothermal power
cf0838de-fafc-5ed8-b488-393df561d203_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;MX;deep well, drilled, for geothermal power
f08d6918-6ff9-5014-86ab-56c124fcca49_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;NI;deep well, drilled, for geothermal power
c0bb2626-2ccc-5ca9-bd68-5c01b2391d60_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;NZ;deep well, drilled, for geothermal power
51a573b6-3a62-56d4-901a-b6f78428ef59_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;PH;deep well, drilled, for geothermal power
95d45379-1c4a-5e6b-9cf1-0cd3eaf8acd5_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;PT;deep well, drilled, for geothermal power
5a7e7056-364a-5507-b77b-3a2d688b46dd_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;RU;deep well, drilled, for geothermal power
736a5001-6d1a-5e3b-8a58-c44780dcdf1e_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;RoW;deep well, drilled, for geothermal power
e492576d-7def-5d06-8c51-d1af9e44d701_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;SV;deep well, drilled, for geothermal power
753bc8fd-ed7b-5b25-856f-dd0799f0d05c_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;TH;deep well, drilled, for geothermal power
b99a69cb-0ef6-51bf-95f5-1f89a0ec6967_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;TR;deep well, drilled, for geothermal power
bbbb47dc-9139-5094-acbd-da4f2732f8e6_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;US-HICC;deep well, drilled, for geothermal power
483d54ff-b7de-5428-b57f-b1d636136c04_bf0425ee-99c2-488e-9056-3495e9f4e9cb;deep well drilling, for deep geothermal power;WECC;deep well, drilled, for geothermal power
aa3e61ac-a607-53ac-ad59-d8368725d1d0_e0a4840d-f0ec-42d1-9ec1-f85528f9cd06;deep well drilling, for geothermal power, onshore, 6000m;GLO;deep well, for geothermal power, onshore, 6000m
2cd405c7-1499-5290-ad11-ffc092942587_7e1e83e1-4331-445f-ab99-c1988389de0f;degreasing, metal part in alkaline bath;RoW;degreasing, metal part in alkaline bath
f913a5ca-9cbf-52b5-8c96-01ab77b9b010_7e1e83e1-4331-445f-ab99-c1988389de0f;degreasing, metal part in alkaline bath;RER;degreasing, metal part in alkaline bath
544bac3b-c4fb-57f1-a5b2-837ef441744c_8d125c13-3754-415f-95e6-ec7609eb5c25;deinking emulsion production, in paper production;RoW;deinking emulsion, in paper production
726227d1-1d01-532c-a5de-226fdf83c2f0_8d125c13-3754-415f-95e6-ec7609eb5c25;deinking emulsion production, in paper production;RER;deinking emulsion, in paper production
3b30e800-b4db-5921-b979-a54b5eb0e952_9d5356f8-1a39-495b-aa35-3f38379886b4;delimbing, with excavator-based processor;RoW;delimbing/sorting, excavator-based processor
818bb76a-a3fa-5897-bff2-a9cb9b0784fc_9d5356f8-1a39-495b-aa35-3f38379886b4;delimbing, with excavator-based processor;RER;delimbing/sorting, excavator-based processor
e09d8da0-ac12-5a11-a4ad-b1a23e859961_a459eea1-4e62-4daf-9135-1aea9805aa90;demersal fish to generic market for marine fish;GLO;marine fish
03a92f02-e985-5db0-89e6-630eca4fdbd8_6ada853f-7787-4880-b159-826651fadee5;desulfurisation of hard coal flue gas;RoW;SOx retained, in hard coal flue gas desulfurisation
d76f9258-e821-5786-9bb4-ef7ee34c3bec_6ada853f-7787-4880-b159-826651fadee5;desulfurisation of hard coal flue gas;RER;SOx retained, in hard coal flue gas desulfurisation
7b762d61-a1c6-5def-9bdc-c3a8424e9158_87511127-88e4-4ba4-8a22-711768510342;desulfurisation of lignite flue gas;GLO;SOx retained, in lignite flue gas desulfurisation
b640f046-ce5b-5006-8538-f3afc1c36c28_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;BR;ethanol, without water, in 99.7% solution state, from fermentation
08557047-f18d-529e-921f-5eb7f9195149_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;CH;ethanol, without water, in 99.7% solution state, from fermentation
d51c43de-6794-53e1-a382-90ee6d95e4e2_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;CN;ethanol, without water, in 99.7% solution state, from fermentation
92d6a9d6-6776-5e3d-8110-e99b7beca00c_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;Europe without Switzerland;ethanol, without water, in 99.7% solution state, from fermentation
82803aa5-e5cb-5657-8399-aca5232da3ae_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;RoW;ethanol, without water, in 99.7% solution state, from fermentation
79f1d0c5-c82e-57fd-9696-a77bfb9a4cc7_508155f4-0601-4a0b-be0f-9ac7d558605a;dewatering of ethanol from biomass, from 95% to 99.7% solution state;US;ethanol, without water, in 99.7% solution state, from fermentation
46856a0a-d490-54ca-8bfd-746252cfe377_deacf25b-6aee-5105-893d-b78661769ca8;diammonium phosphate production;CN;diammonium phosphate
40ee7b72-27ea-54c5-b754-f0503fe8589b_deacf25b-6aee-5105-893d-b78661769ca8;diammonium phosphate production;RoW;diammonium phosphate
440b7be4-197e-5ecd-be58-0c9b16878fe3_deacf25b-6aee-5105-893d-b78661769ca8;diammonium phosphate production;RER;diammonium phosphate
303f2b76-5320-5590-8ba1-b0f65190789b_deacf25b-6aee-5105-893d-b78661769ca8;diammonium phosphate production;RNA;diammonium phosphate
8aadee9c-f6e3-53d6-9fc4-38a81f0156eb_99a11618-31ec-49b6-afe6-4bb57c1c5d9b;diazine-compound production;RoW;diazine-compound
00f48e69-4129-5145-afbd-40efbd19ab17_99a11618-31ec-49b6-afe6-4bb57c1c5d9b;diazine-compound production;RER;diazine-compound
ad80341e-b02e-5776-aace-3ab2797f3eb1_a3c5df1d-2d37-409d-a3c6-61a4fb144c34;diazole-compound production;RoW;diazole-compound
fa67b620-bfaf-5bad-bc95-9d48462c7cd6_a3c5df1d-2d37-409d-a3c6-61a4fb144c34;diazole-compound production;RER;diazole-compound
fcbc62c6-cd47-5801-9fde-bb75938c9700_7af733eb-13b1-5918-8168-4f40964b2b84;dichlobenil production;GLO;dichlobenil
4878079d-ef3f-52a5-9b44-f300dfdf1bb1_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa;dichloromethane production;RoW;dichloromethane
f97e6837-2f0f-5ab2-9bd7-cebabf9e7c03_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa;dichloromethane production;RER;dichloromethane
4fcac798-e873-5c9d-a976-032a8230b064_dbfb29d6-e677-4932-9e63-90003928a00f;dicyclopentadiene based unsaturated polyester resin production;RoW;dicyclopentadiene based unsaturated polyester resin
550350ec-af7e-52af-bef3-c3d77da84516_dbfb29d6-e677-4932-9e63-90003928a00f;dicyclopentadiene based unsaturated polyester resin production;RER;dicyclopentadiene based unsaturated polyester resin
fb80633d-1f19-58c3-a20e-1fa7f5a6646d_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur;CH;diesel, low-sulfur
346b7606-877f-53f2-b66c-429b19a307a6_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;BR;diesel, low-sulfur
e3a0beb2-c855-573c-866e-9386b106c1b9_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;CO;diesel, low-sulfur
00916021-812b-565a-9de7-1daf71277fa1_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;Europe without Switzerland;diesel, low-sulfur
807c101b-d5eb-590d-9525-f2a17b66f49d_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;IN;diesel, low-sulfur
4bbabddf-379f-51e0-8e2c-db80083e6b4e_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;PE;diesel, low-sulfur
8539aac1-cb4a-5e5a-8b96-e48975f03d8f_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;RoW;diesel, low-sulfur
b4fea603-c72b-5ebd-abe5-0a67a269c538_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel production, low-sulfur, petroleum refinery operation;ZA;diesel, low-sulfur
2e1190fe-a1b0-5fcc-9609-42c8031983c6_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;BR;diesel
ff68f096-1b84-5b82-8870-9bbe5f3d9b2b_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;CO;diesel
976cddcc-34c9-51a0-8c88-c12d0b836034_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;Europe without Switzerland;diesel
89b98298-ce98-54fd-812e-6972d863226f_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;IN;diesel
27249de0-6e07-52c1-8ee4-87202082e7c6_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;PE;diesel
5d874ea0-8cdb-5bd9-a68d-ab33da413386_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;RoW;diesel
0c145895-e1e0-5124-8b01-1ebabf6c7f1a_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel production, petroleum refinery operation;ZA;diesel
6e74a577-75d2-5023-941a-5007cde9c18a_fecdf330-8660-4362-adde-ab5ea197ab1d;diesel, burned in agricultural machinery;GLO;diesel, burned in agricultural machinery
e622ec20-8840-5a4c-90cc-9a073ee6e738_b0f4c2fb-5081-474a-8ffa-1457da8345db;diesel, burned in building machine;GLO;diesel, burned in building machine
da0dbd21-a4fe-5ed0-98f3-8feb48d74787_1151abf1-5ac3-4518-bb20-60f003bb6a31;diesel, burned in diesel-electric generating set, 10MW;GLO;diesel, burned in diesel-electric generating set, 10MW
eba334ac-2a77-5149-b1d1-7d0cab20efac_3454a297-a1e9-4ac5-9915-3b9601c0a7f9;diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction;GLO;diesel, burned in diesel-electric generating set, 10MW, for oil and gas extraction
e6576483-6c19-59fe-98b7-191f866a63df_533392d3-8fa6-44bb-9b79-b14c0a0e66e0;diesel, burned in diesel-electric generating set, 18.5kW;GLO;diesel, burned in diesel-electric generating set, 18.5kW
0cb8762f-ed6c-503d-bc05-3cf14601c72f_79838d89-26c0-4781-b17f-a0deb787d482;diesel, burned in fishing vessel;GLO;diesel, burned in fishing vessel
c8c003bf-88ee-5fb1-98e7-27089282452a_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from Europe;CH;diesel
3ffda06f-5274-52af-bb03-0241d2e87288_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from RoW;BR;diesel
4e39f320-2560-5049-8b80-974eea644ba1_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from RoW;CO;diesel
25a8d7c2-4430-5820-96c8-78b3b9c12334_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from RoW;IN;diesel
a16db5cb-9141-596f-90ad-824bf0dc6c9e_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from RoW;PE;diesel
8b9f3f6e-f856-51d0-a214-15edc97b3b46_291fc06d-1b3e-4077-aabb-346b588ed24b;diesel, import from RoW;ZA;diesel
395fc4d3-9edb-5ee6-b5bd-bff5fdeaaa2c_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from Europe;CH;diesel, low-sulfur
69378b15-0415-55a5-a2a0-9e17ee963ea1_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from RoW;BR;diesel, low-sulfur
15457ac8-2b9f-5a05-9477-1a39c3ca6737_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from RoW;CO;diesel, low-sulfur
10343ba6-7ae2-56d8-a1ea-f737fa880dfa_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from RoW;IN;diesel, low-sulfur
9e846ba8-1a6c-536d-bb68-03ca383b7484_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from RoW;PE;diesel, low-sulfur
7c23be4d-5699-55cc-8239-00f72a19e688_b80eb2d5-1256-41bb-a61d-83252d0dfd4d;diesel, low-sulfur, import from RoW;ZA;diesel, low-sulfur
a0a7d198-7ec0-548a-ab2f-ebfbbced4941_6b7e58ca-8d06-49bd-8b8e-02673cda3297;diesel-electric generating set production 18.5kW;GLO;diesel-electric generating set, 18.5kW
3349224a-e98d-56ae-b9f6-00698fda8419_5c251ed1-1f25-46e7-976b-98e5e85f238d;diesel-electric generating set production, 10MW;RoW;diesel-electric generating set, 10MW
d5481b0c-a5d7-54ed-9976-6cc1df085175_5c251ed1-1f25-46e7-976b-98e5e85f238d;diesel-electric generating set production, 10MW;RER;diesel-electric generating set, 10MW
564737b7-3aec-5e3b-b5e7-9b1f99f9e94d_86f356ee-4bfa-43cf-a82f-4799c7f7c776;diethyl ether production;GLO;diethyl ether, without water, in 99.95% solution state
564737b7-3aec-5e3b-b5e7-9b1f99f9e94d_6ab2abde-801d-45a3-8ea3-455d0f01c3f4;diethyl ether production;GLO;water, decarbonised
a3e89724-8086-5fde-82ab-a5caba7c1a05_315d1b7c-4c81-4ef7-9e4a-eb475047418a;diethylenetriaminepentaacetic acid production, alkaline cyanomethylation of diethylenetriamine;RoW;DTPA, diethylenetriaminepentaacetic acid
ff02eb69-fbd6-5837-9877-c94b933dc378_315d1b7c-4c81-4ef7-9e4a-eb475047418a;diethylenetriaminepentaacetic acid production, alkaline cyanomethylation of diethylenetriamine;RER;DTPA, diethylenetriaminepentaacetic acid
1beb5e6c-cd36-5a99-a3d3-2dbbf4224ef7_caf4f3f7-4613-4919-af55-f142830d5ca8;digester sludge, Recycled Content cut-off;GLO;digester sludge
85146400-2a13-5131-9c6e-f95472c08672_635a8fd4-8fd6-45af-b419-ec145a9f4579;dimethenamide production;RoW;dimethenamide
09e802ed-12c7-585b-9dd8-5835c0afe637_635a8fd4-8fd6-45af-b419-ec145a9f4579;dimethenamide production;RER;dimethenamide
f79472ee-38d9-5374-bdf1-a64ad0faa452_53fd4bee-dffb-5151-9178-23ec0dfd622d;dimethyl carbonate production;RoW;dimethyl carbonate
f79472ee-38d9-5374-bdf1-a64ad0faa452_ab2d6d49-c4a9-48b1-bddc-0ccb6b84e022;dimethyl carbonate production;RoW;formaldehyde
f5358470-ae5e-5148-89aa-b960be553eb1_53fd4bee-dffb-5151-9178-23ec0dfd622d;dimethyl carbonate production;RER;dimethyl carbonate
f5358470-ae5e-5148-89aa-b960be553eb1_ab2d6d49-c4a9-48b1-bddc-0ccb6b84e022;dimethyl carbonate production;RER;formaldehyde
7a882032-261b-55c0-aa26-94c4cafce4f5_eeaf1bf6-b91b-475c-871b-c3b0e9e38213;dimethyl ether production;RoW;dimethyl ether
c3145028-360e-5ed6-a992-3a4051c387d8_eeaf1bf6-b91b-475c-871b-c3b0e9e38213;dimethyl ether production;RER;dimethyl ether
852c1f38-96fb-57d2-be93-f944e3853a6e_cad7658a-90cc-5ee7-a874-55ed33db5898;dimethyl hexanediol production;GLO;dimethyl hexanediol
614413e1-548d-57d9-9f0d-1e3c20faa478_5cd54aed-e0c3-56dd-b1fe-768d581fccbc;dimethyl hexynediol production;GLO;dimethyl hexynediol
aab7d9a9-4c93-5792-a001-29196720fba7_0b0a4567-b987-4ad6-a338-7c282bd9eb14;dimethyl malonate production;RoW;dimethyl malonate
e4541d75-cfe9-5636-ab58-42488f035137_0b0a4567-b987-4ad6-a338-7c282bd9eb14;dimethyl malonate production;RER;dimethyl malonate
81b8b2f2-6f6e-5b4f-b603-aa1cb4c0550d_5b808359-1aed-4a46-aba5-993226763791;dimethyl sulfate production;RoW;dimethyl sulfate
a1170c9c-6b6f-5d73-967f-7bb81139b2df_5b808359-1aed-4a46-aba5-993226763791;dimethyl sulfate production;RER;dimethyl sulfate
2b88cceb-6fd3-53d2-bda4-aef850b05218_a289fbe9-0efa-43ff-9c01-44503d641912;dimethyl sulfide production;RoW;dimethyl sulfide
a2d528a8-aca4-5a35-b0e9-3e7cb8caabfa_a289fbe9-0efa-43ff-9c01-44503d641912;dimethyl sulfide production;RER;dimethyl sulfide
fd9f5611-56b7-511a-a30d-fb55d6ed08fc_82f905b2-faf0-4743-b076-20209ac04ba4;dimethyl sulfoxide production;RoW;dimethyl sulfoxide
63e154a8-f5c3-54b4-b076-60e57fa28052_82f905b2-faf0-4743-b076-20209ac04ba4;dimethyl sulfoxide production;RER;dimethyl sulfoxide
f6723288-1235-5f0d-b921-0593bc08097a_14fc5cbb-5bb5-4c0e-b4ba-abdaa522105c;dimethylacetamide production;GLO;dimethylacetamide
cd5bb4ac-dc39-58c8-8b74-22b0e16133dc_f5adb8c0-0bad-4e7f-b8bc-f2a3ea5c6445;dimethylamine borane production;GLO;dimethylamine borane
bb6861d1-27f5-5f83-ae4d-ae2c96fd82fe_409fed7c-d609-44ba-901b-045059c1100d;dimethylamine production;RoW;dimethylamine
d2d361ad-d211-5a24-b3ec-ea838982e637_409fed7c-d609-44ba-901b-045059c1100d;dimethylamine production;RER;dimethylamine
3dde59bb-f8ae-54e5-a202-dcbafb1b0f96_f831dbaf-bcb9-5a4e-89a8-607f39516f51;dimethylaminopropylamine production;RoW;dimethylaminopropylamine
de5353a6-efc7-5170-a46c-e27774789212_f831dbaf-bcb9-5a4e-89a8-607f39516f51;dimethylaminopropylamine production;RER;dimethylaminopropylamine
da594f3d-e155-5afd-a8e9-7a380446ff2d_4135c4ce-e9ab-51d1-9c3e-592b616adb68;dimethyldichlorosilane production;GLO;dimethyldichlorosilane
067cd351-a598-5978-813d-4b62f69ad67c_788fbac7-89f4-4167-a410-72b7bf149d92;dinitroaniline-compound production;RoW;dinitroaniline-compound
35f066de-87dd-549b-8a1b-12253d3c0e45_788fbac7-89f4-4167-a410-72b7bf149d92;dinitroaniline-compound production;RER;dinitroaniline-compound
4792e637-18cd-52dd-9950-e81be1598063_1d8ac54e-4172-42c0-9d0e-97ab25363722;dinitrogen tetroxide production;GLO;dinitrogen tetroxide
47ff7def-4ae7-5b8f-a002-08c509f9dfc6_dc9699f1-c0f3-57d8-b9a4-503711177467;dioctyl adipate production;GLO;dioctyl adipate
b61c38a1-6468-52cb-b1bc-7857aa727534_44db221a-33e4-584e-95db-293ed897766d;dioctyl terephthalate production;GLO;dioctyl terephthalate
7ad3af45-9f23-52c6-a4b6-376528c47b37_893fa727-fdac-482e-841d-679197590b4c;diode production, auxilliaries and energy use;GLO;diode, auxilliaries and energy use
16f5e9f4-b80f-5f92-8528-2595bc31a6ed_38dddb73-6677-4128-9a82-5c6668eceb29;diode production, glass-, for surface-mounting;GLO;diode, glass-, for surface-mounting
33fd0d8a-f394-5f4e-a2ac-e7193af6a74c_0fd2627f-cd91-40c7-b168-8d7847ffb1fc;diode production, glass-, for through-hole mounting;GLO;diode, glass-, for through-hole mounting
414568d3-e0de-5c99-b622-95bb915a3c8a_bb14c937-fb75-430a-bb90-128536904e85;dioxane production;RoW;dioxane
7c4ec557-c73d-5ca9-b459-cdfcbbacb8e9_bb14c937-fb75-430a-bb90-128536904e85;dioxane production;RER;dioxane
e0934f0b-e7b6-521a-ab26-474acd983217_4855fa83-84d7-4138-8fde-27aa1bab3f42;diphenylether-compound production;RoW;diphenylether-compound
b52f1019-4f76-5070-8f9a-fc8ca3ee23a9_4855fa83-84d7-4138-8fde-27aa1bab3f42;diphenylether-compound production;RER;diphenylether-compound
0d0d52ad-2f88-52f3-a8d6-ab4ba04a9fbf_bc6da04d-39f0-42e4-aa45-47b8a1ac582e;dipropyl amine production;RoW;dipropyl amine
621fb2b6-3d57-5b13-8fc9-7cf9b761c920_bc6da04d-39f0-42e4-aa45-47b8a1ac582e;dipropyl amine production;RER;dipropyl amine
6862b480-fc3e-5547-b659-d15d613e760b_a01151e0-61fe-4db9-90b5-494aa8589692;dipropylene glycol monomethyl ether production;RoW;dipropylene glycol monomethyl ether
67bcfdd1-cdf1-55f6-ad3d-0785e0d04525_a01151e0-61fe-4db9-90b5-494aa8589692;dipropylene glycol monomethyl ether production;RER;dipropylene glycol monomethyl ether
2f08fc0a-b535-5a5d-a672-fb349f130822_2dcfa182-da2f-594b-b0fd-9944a5ed7213;direct disposal of wastewater from textile production;GLO;wastewater from textile production
2e0aebd4-571c-5eea-b74b-9213ad31ee9b_579cee0c-0738-471b-9f53-9d9103ffb46a;dishwasher production;GLO;dishwasher
377341df-47d3-54a5-b08e-e716c29f3c60_99df330b-2754-4a9c-912b-3268c9e6bcde;disk drive production, CD/DVD, ROM, for desktop computer;GLO;disk drive, CD/DVD, ROM, for desktop computer
5ca76820-179c-530c-8040-4a49fa185197_d495abc3-3dd2-4fdc-93ed-e6304c3aa650;disk drive production, CD/DVD, ROM, for laptop computer;GLO;disk drive, CD/DVD, ROM, for laptop computer
2824fe46-9c86-55f6-b4f0-6a4217eb22d2_2ba90adb-d6f3-48da-a9e3-e67fa98fccab;disodium disulphite production;GLO;disodium disulphite
4034ce3e-72fe-5db3-8dbb-3e6e34d3727d_17ddf1bd-c2da-49ea-8ef1-a7683ad53f1b;display production, cathode ray tube, 17 inches;GLO;display, cathode ray tube, 17 inches
de74a157-2a9a-50e8-b1bb-0d4b88d097ab_37a90a87-60d3-4aa0-8488-4fdcebf2a6cf;display production, liquid crystal, 17 inches;GLO;display, liquid crystal, 17 inches
bc7c2bfc-6bb4-5dfe-aa63-5e21f87d0811_448b6d35-c6d6-42d9-9e63-c19b9a0a6496;distribution network construction, electricity, low voltage;CA-QC;distribution network, electricity, low voltage
3d9b4f7a-1e7d-5d1b-ab28-26c077f9921e_448b6d35-c6d6-42d9-9e63-c19b9a0a6496;distribution network construction, electricity, low voltage;CH;distribution network, electricity, low voltage
64db25fc-581e-528b-ab0c-e77aa7588b12_448b6d35-c6d6-42d9-9e63-c19b9a0a6496;distribution network construction, electricity, low voltage;RoW;distribution network, electricity, low voltage
a573ad17-7036-52bc-94b2-e95c4cc346d1_135a953b-2acb-4c85-9d1c-7a268b5750ff;dithiocarbamate-compound production;RoW;dithiocarbamate-compound
