clustered,ecoinvent_prod,manual_match_certainty,hard no
cone dyers for powders,coating powder,no,
cone dyers for powders,"sodium silicate, spray powder, 80%",no,
cone dyers for powders,"sodium chloride, powder",no,
cone dyers for powders,"sodium chlorate, powder",no,
cone dyers for powders,"sodium aluminate, powder",no,
cones,cocoons,no,
confectionery,milking,no,
confectionery,dairy,no,
confectionery,"yogurt, from cow milk",no,
confectionery,whey,no,
confectionery,cocoons,no,
confined space gas detector,synthetic gas,no,
conical rollers,"sheet rolling, copper",no,
conical rollers,"hot rolling, steel",no,
conical rollers,paper machine,no,
conical rollers,"sheet rolling, chromium steel",no,
conical rollers,"sheet rolling, steel",no,
conical tubes,tubular particleboard,no,
conical tubes,glass tube factory,no,
conical tubes,evacuated tube collector,no,
conical tubes,"cathode-ray tube, cathode ray tube display",no,
conical tubes,tube insulation factory,no,
conical washers,washing machine,no,
conical washers,dishwasher,no,
conifers,"weaned heifers, live weight",no,
conifers,"sawnwood, paran? pine, dried (u=10%)",no,
conifers,"wood cladding, softwood",no,
conifers,planting,no,
conifers,seed-cotton,no,
connector cables,"cable, connector for computer, without plugs",medium,
connector cables,"cable, ribbon cable, 20-pin, with plugs",medium,
connector cables,"cable, three-conductor cable",no,
connector cables,"cable, printer cable, without plugs",no,
connector cables,used cable,no,
connectors,"electric connector, peripheral type buss",medium,
connectors,"cable, connector for computer, without plugs",no,
connectors,"cable, ribbon cable, 20-pin, with plugs",no,
connectors,"electric connector, peripheral component interconnect buss",medium,
connectors,"plug, inlet and outlet, for computer cable",medium,
connectors for optical fibres,"electric connector, peripheral type buss",no,
connectors for optical fibres,glass fibre,no,
connectors for optical fibres,"electric connector, peripheral component interconnect buss",no,
connectors for optical fibres,"cable, ribbon cable, 20-pin, with plugs",no,
connectors for optical fibres,"fibreboard, soft, latex bonded",no,
connectors for printed circuits,used printed wiring boards,no,
connectors for printed circuits,"plug, inlet and outlet, for printer cable",medium,
connectors for printed circuits,"printed wiring board, for power supply unit, desktop computer, Pb containing",no,
connectors for printed circuits,printed wiring board mounting facility,no,
connectors for printed circuits,"printed wiring board, for power supply unit, desktop computer, Pb free",no,
"connectors, customer-specific","electric connector, peripheral type buss",medium,
"connectors, customer-specific","electric connector, peripheral component interconnect buss",medium,
"connectors, customer-specific","cable, ribbon cable, 20-pin, with plugs",no,
"connectors, customer-specific","plug, inlet and outlet, for computer cable",no,
"connectors, customer-specific","cable, connector for computer, without plugs",no,
"connectors, plumbing","plug, inlet and outlet, for computer cable",no,
"connectors, plumbing","plug, inlet and outlet, for network cable",no,
"connectors, plumbing","plug, inlet and outlet, for printer cable",no,
"connectors, plumbing","electric connector, peripheral type buss",no,
"connectors, plumbing","electric connector, peripheral component interconnect buss",no,
"connectors, pneumatic","electric connector, peripheral type buss",no,
"connectors, pneumatic","electric connector, peripheral component interconnect buss",no,
"connectors, pneumatic","plug, inlet and outlet, for printer cable",no,
"connectors, pneumatic","plug, inlet and outlet, for computer cable",no,
"connectors, pneumatic","waste, pneumatic tyres",no,
consoles,television,no,
consoles,"computer, laptop",no,
consoles,keyboard,no,
consoles,used desktop computer,no,
construction broaches,bromopropane,no,
construction broaches,bromine,no,
construction broaches,broccoli,no,
construction broaches,bromoxynil,no,
construction broaches,cement factory,no,
construction chemical additives,"storage building, chemicals, solid",no,
construction chemical additives,"plasticiser, for concrete, based on sulfonated melamine formaldehyde",medium,
construction chemical additives,supplementary cementitious materials,no,
construction chemical additives,chemical factory,no,
construction chemical additives,"chemical factory, organics",no,
construction dryer,dryer,medium,
construction dryer,hair dryer,no,
construction dryer,technical wood drying facility,no,
construction dryer,"dried roughage store, air dried, solar",no,
construction dryer,"dried roughage store, cold-air dried, conventional",no,
construction hoses,"excavation, hydraulic digger",no,
construction hoses,hydraulic digger,no,
construction hoses,"pipeline, liquid manure",no,
construction hoses,ventilation components factory,no,
construction hoses,"pipeline, petroleum",no,
construction joint sealing material (concrete accessory),"seal, natural rubber based",no,
construction joint sealing material (concrete accessory),"waste sealing sheet, polyethylene",no,
construction joint sealing material (concrete accessory),"packing, fibre cement product",no,
construction joint sealing material (concrete accessory),supplementary cementitious materials,no,
construction joint sealing material (concrete accessory),"polysulfide, sealing compound",no,
construction material hoppers,building machine,no,
construction material hoppers,"packing, clay product",no,
construction material hoppers,wood pellet factory,no,
construction material hoppers,brick production facility,no,
construction material hoppers,plastic processing factory,no,
construction material mixers,concrete mixing factory,no,
construction material mixers,electronic component factory,no,
construction material mixers,building machine,medium,
construction material mixers,"industrial machine, heavy, unspecified",no,
construction material mixers,plastic processing factory,no,
construction of plain bearings,oriented strand board,no,
construction of reinforced-concrete structures,waste reinforced concrete,medium,
construction of reinforced-concrete structures,"fibre-reinforced concrete, steel",medium,
construction of reinforced-concrete structures,"waste concrete, not reinforced",no,
construction of reinforced-concrete structures,"concrete, medium strength",no,
construction of reinforced-concrete structures,concrete block,no,
construction winches,cable yarder with sled winch,medium,
construction winches,"building, hall, steel construction",no,
construction winches,"joist, engineered wood",no,
construction winches,"wooden board factory, cement bonded boards",no,
construction winches,metal working factory,no,
consultants on paints,solvent for paint,no,
consultants on paints,waste paint,no,
consultants on paints,waste emulsion paint,no,
consultants on paints,electrostatic paint,no,
consultants on paints,"waste emulsion paint, separated",no,
consultatns on enamels,enamelling,no,
consultatns on enamels,sanitary ceramics,no,
consultatns on enamels,anionic resin,no,
consultatns on enamels,cationic resin,no,
consultatns on enamels,clay plaster,no,
contact dryers,dryer,medium,
contact dryers,hair dryer,no,
contact dryers,technical wood drying facility,no,
contact dryers,"dried roughage store, non ventilated",no,
contact dryers,"drying, natural gas",no,
contact rivets with galvanic surface finishing,reinforcing steel,no,
contact rivets with galvanic surface finishing,metal coating facility,no,
contact rivets with galvanic surface finishing,"tinplate, in mixed metal scrap",no,
contact rivets with galvanic surface finishing,"brass removed by turning, primarily dressing, computer numerical controlled",no,
contact tubes for annealing,tube insulation factory,no,
contact tubes for annealing,glass tube factory,no,
contact tubes for annealing,"tube insulation, elastomere",no,
contact tubes for annealing,evacuated tube collector,no,
container,container ship,no,
container,"containerboard, unspecified",no,
container,liquid packaging board container,no,
container,"maintenance, container ship",no,
container,"used reefer, intermodal shipping container, 40-foot, high-cube",medium,
container coatings,coating powder,no,
container coatings,metal coating facility,no,
container coatings,"paper, woodfree, coated",no,
container coatings,"paper, woodcontaining, lightweight coated",no,
container coatings,"coating, with melamine impregnated paper",no,
container desiccants,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
container desiccants,"container, for collection of post-consumer waste plastic for recycling",no,
container desiccants,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,
container desiccants,"used intermodal shipping container, 40-foot, high-cube",no,
container desiccants,"used intermodal shipping container, 45-foot, high-cube",no,
container fittings,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
container fittings,"used intermodal shipping container, 45-foot, high-cube",no,
container fittings,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,
container fittings,"used intermodal shipping container, 40-foot, high-cube",no,
container fittings,container ship,no,
container handler,container ship,no,
container handler,"maintenance, container ship",no,
container handler,"operation, intermodal shipping container",no,
container handler,"containerboard, unspecified",no,
container handler,"used intermodal shipping container, 40-foot",no,
container hooks,"containerboard, linerboard",no,
container hooks,"containerboard, unspecified",no,
container hooks,container ship,no,
container hooks,liquid packaging board container,no,
container hooks,corrugated board box,no,
container house,container ship,no,
container house,"maintenance, container ship",no,
container house,"containerboard, unspecified",no,
container house,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,
container house,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
container lifting devices,"operation, intermodal shipping container",no,
container lifting devices,container ship,no,
container lifting devices,"used intermodal shipping container, 45-foot, high-cube",no,
container lifting devices,"used intermodal shipping container, 40-foot, high-cube",no,
container lifting devices,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
container mixers,concrete mixing factory,no,
container mixers,liquid packaging board container,no,
container mixers,"containerboard, fluting medium",no,
container mixers,"containerboard, unspecified",no,
container mixers,"used reefer, intermodal shipping container, 40-foot, high-cube",no,
container plants,planting,no,
container plants,container ship,no,
container plants,fish canning plant,no,
container plants,"strawberry seedling, for planting",no,
container plants,"vanilla seedling, for planting",no,
container pumps,pump station,no,
container pumps,container ship,no,
container pumps,"water pump operation, electric",no,
container pumps,"water pump operation, diesel",no,
container pumps,"maintenance, container ship",no,
container rollers,container ship,no,
container rollers,rolling mill,no,
container rollers,paper machine,no,
