Unnamed: 0,clustered,ecoinvent_prod,manual_match_certainty,manual_certainty,hard no
1414,condenser tube,condensate from light oil boiler,no,no,
1415,condensers,condensate from light oil boiler,no,no,
1416,condensers,dryer,no,no,
1417,condensers,"refrigeration machine, carbon dioxide, liquid as refrigerant",medium,yes,
1418,condensers,"ozone, liquid",no,no,
1419,condensers,spent antifreezer liquid,no,no,
1420,condensing boilers,condensate from light oil boiler,no,no,
1421,condensing boilers,gas boiler,medium,yes,
1422,condensing boilers,"residues, MSWI-WWT, condensate from light oil boiler",no,no,
1423,condensing boilers,"bottom ash, MSWI-WWT, condensate from light oil boiler",no,no,
1424,condensing boilers,"steam, in chemical industry",no,no,
1425,condensing unit,condensate from light oil boiler,no,no,
1426,condensing unit,"refrigeration machine, carbon dioxide, liquid as refrigerant",medium,yes,
1427,condensing unit,"used refrigeration machine, carbon dioxide, liquid as refrigerant",no,no,
1428,condensing unit,"maintenance, refrigeration machine",no,no,
1429,condensing unit,"blower and heat exchange unit, decentralized, 180-250 m3/h",no,no,
1430,condiments,mustard,medium,yes,
1431,condiments,bell pepper,medium,yes,
1432,condiments,"coconut oil, crude",no,no,
1433,condiments,"vegetable oil, refined",no,no,
1434,condiments,broccoli,no,no,
1435,conditioner,dryer,no,no,
1436,conditioner,hair dryer,no,no,
1437,conditioner,"mango, conditioned",no,no,
1438,conditioner,"operation, dried roughage store, cold-air dried, conventional",no,no,
1439,conditioner,"maintenance, refrigeration machine",no,no,
1440,condoms,rape seed,no,no,
1441,conductor lines,"cable, three-conductor cable",no,no,
1442,conductor lines,"wire drawing, steel",no,no,
1443,conductor lines,"wire drawing, copper",no,no,
1444,conductor lines,waste electric wiring,no,no,
1445,conductor lines,"transmission network, electricity, high voltage direct current aerial line",medium,yes,
1446,cone dyers for granules,"polylactide, granulate",no,no,
1447,cone dyers for granules,"polypropylene, granulate",no,no,
1448,cone dyers for granules,"activated carbon, granular",no,no,
1449,cone dyers for granules,"polyvinylidenchloride, granulate",no,no,
1450,cone dyers for granules,"polyethylene, high density, granulate",no,no,
1451,cone dyers for pastes,"solder, paste, Sn63Pb37, for electronics industry",no,no,
1452,cone dyers for pastes,"solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry",no,no,
1453,cone dyers for pastes,"metallization paste, back side",no,no,
1454,cone dyers for pastes,waste polystyrene,no,no,
1455,cone dyers for pastes,kraft paper,no,no,
1456,cone dyers for powders,coating powder,no,no,
1457,cone dyers for powders,"sodium silicate, spray powder, 80%",no,no,
1458,cone dyers for powders,"sodium chloride, powder",no,no,
1459,cone dyers for powders,"sodium chlorate, powder",no,no,
1460,cone dyers for powders,"sodium aluminate, powder",no,no,
1461,cones,cocoons,no,no,
1462,confectionery,milking,no,no,
1463,confectionery,dairy,no,no,
1464,confectionery,"yogurt, from cow milk",no,no,
1465,confectionery,whey,no,no,
1466,confectionery,cocoons,no,no,
1467,confined space gas detector,synthetic gas,no,no,
1468,conical rollers,"sheet rolling, copper",no,no,
1469,conical rollers,"hot rolling, steel",no,no,
1470,conical rollers,paper machine,no,no,
1471,conical rollers,"sheet rolling, chromium steel",no,no,
1472,conical rollers,"sheet rolling, steel",no,no,
1473,conical tubes,tubular particleboard,no,no,
1474,conical tubes,glass tube factory,no,no,
1475,conical tubes,evacuated tube collector,no,no,
1476,conical tubes,"cathode-ray tube, cathode ray tube display",no,no,
1477,conical tubes,tube insulation factory,no,no,
1478,conical washers,washing machine,no,no,
1479,conical washers,dishwasher,no,no,
1480,conifers,"weaned heifers, live weight",no,no,
1481,conifers,"sawnwood, paran? pine, dried (u=10%)",no,no,
1482,conifers,"wood cladding, softwood",no,no,
1483,conifers,planting,no,no,
1484,conifers,seed-cotton,no,no,
1485,connector cables,"cable, connector for computer, without plugs",medium,yes,
1486,connector cables,"cable, ribbon cable, 20-pin, with plugs",medium,yes,
1487,connector cables,"cable, three-conductor cable",no,no,
1488,connector cables,"cable, printer cable, without plugs",no,no,
1489,connector cables,used cable,no,no,
1490,connectors,"electric connector, peripheral type buss",medium,yes,
1491,connectors,"cable, connector for computer, without plugs",no,no,
1492,connectors,"cable, ribbon cable, 20-pin, with plugs",no,no,
1493,connectors,"electric connector, peripheral component interconnect buss",medium,yes,
1494,connectors,"plug, inlet and outlet, for computer cable",medium,yes,
1495,connectors for optical fibres,"electric connector, peripheral type buss",no,no,
1496,connectors for optical fibres,glass fibre,no,no,
1497,connectors for optical fibres,"electric connector, peripheral component interconnect buss",no,no,
1498,connectors for optical fibres,"cable, ribbon cable, 20-pin, with plugs",no,no,
1499,connectors for optical fibres,"fibreboard, soft, latex bonded",no,no,
1500,connectors for printed circuits,used printed wiring boards,no,no,
1501,connectors for printed circuits,"plug, inlet and outlet, for printer cable",medium,yes,
1502,connectors for printed circuits,"printed wiring board, for power supply unit, desktop computer, Pb containing",no,no,
1503,connectors for printed circuits,printed wiring board mounting facility,no,no,
1504,connectors for printed circuits,"printed wiring board, for power supply unit, desktop computer, Pb free",no,no,
1505,"connectors, customer-specific","electric connector, peripheral type buss",medium,yes,
1506,"connectors, customer-specific","electric connector, peripheral component interconnect buss",medium,yes,
1507,"connectors, customer-specific","cable, ribbon cable, 20-pin, with plugs",no,no,
1508,"connectors, customer-specific","plug, inlet and outlet, for computer cable",no,no,
1509,"connectors, customer-specific","cable, connector for computer, without plugs",no,no,
1510,"connectors, plumbing","plug, inlet and outlet, for computer cable",no,no,
1511,"connectors, plumbing","plug, inlet and outlet, for network cable",no,no,
1512,"connectors, plumbing","plug, inlet and outlet, for printer cable",no,no,
1513,"connectors, plumbing","electric connector, peripheral type buss",no,no,
1514,"connectors, plumbing","electric connector, peripheral component interconnect buss",no,no,
1515,"connectors, pneumatic","electric connector, peripheral type buss",no,no,
1516,"connectors, pneumatic","electric connector, peripheral component interconnect buss",no,no,
1517,"connectors, pneumatic","plug, inlet and outlet, for printer cable",no,no,
1518,"connectors, pneumatic","plug, inlet and outlet, for computer cable",no,no,
1519,"connectors, pneumatic","waste, pneumatic tyres",no,no,
1520,consoles,television,no,no,
1521,consoles,"computer, laptop",no,no,
1522,consoles,keyboard,no,no,
1523,consoles,used desktop computer,no,no,
1524,construction broaches,bromopropane,no,no,
1525,construction broaches,bromine,no,no,
1526,construction broaches,broccoli,no,no,
1527,construction broaches,bromoxynil,no,no,
1528,construction broaches,cement factory,no,no,
1529,construction chemical additives,"storage building, chemicals, solid",no,no,
1530,construction chemical additives,"plasticiser, for concrete, based on sulfonated melamine formaldehyde",medium,yes,
1531,construction chemical additives,supplementary cementitious materials,no,no,
1532,construction chemical additives,chemical factory,no,no,
1533,construction chemical additives,"chemical factory, organics",no,no,
1534,construction dryer,dryer,medium,yes,
1535,construction dryer,hair dryer,no,no,
1536,construction dryer,technical wood drying facility,no,no,
1537,construction dryer,"dried roughage store, air dried, solar",no,no,
1538,construction dryer,"dried roughage store, cold-air dried, conventional",no,no,
1539,construction hoses,"excavation, hydraulic digger",no,no,
1540,construction hoses,hydraulic digger,no,no,
1541,construction hoses,"pipeline, liquid manure",no,no,
1542,construction hoses,ventilation components factory,no,no,
1543,construction hoses,"pipeline, petroleum",no,no,
1544,construction joint sealing material (concrete accessory),"seal, natural rubber based",no,no,
1545,construction joint sealing material (concrete accessory),"waste sealing sheet, polyethylene",no,no,
1546,construction joint sealing material (concrete accessory),"packing, fibre cement product",no,no,
1547,construction joint sealing material (concrete accessory),supplementary cementitious materials,no,no,
1548,construction joint sealing material (concrete accessory),"polysulfide, sealing compound",no,no,
1549,construction material hoppers,building machine,no,no,
1550,construction material hoppers,"packing, clay product",no,no,
1551,construction material hoppers,wood pellet factory,no,no,
1552,construction material hoppers,brick production facility,no,no,
1553,construction material hoppers,plastic processing factory,no,no,
1554,construction material mixers,concrete mixing factory,no,no,
1555,construction material mixers,electronic component factory,no,no,
1556,construction material mixers,building machine,medium,yes,
1557,construction material mixers,"industrial machine, heavy, unspecified",no,no,
1558,construction material mixers,plastic processing factory,no,no,
1559,construction of plain bearings,oriented strand board,no,no,
1560,construction of reinforced-concrete structures,waste reinforced concrete,medium,yes,
1561,construction of reinforced-concrete structures,"fibre-reinforced concrete, steel",medium,yes,
1562,construction of reinforced-concrete structures,"waste concrete, not reinforced",no,no,
1563,construction of reinforced-concrete structures,"concrete, medium strength",no,no,
1564,construction of reinforced-concrete structures,concrete block,no,no,
1565,construction winches,cable yarder with sled winch,medium,yes,
1566,construction winches,"building, hall, steel construction",no,no,
1567,construction winches,"joist, engineered wood",no,no,
1568,construction winches,"wooden board factory, cement bonded boards",no,no,
1569,construction winches,metal working factory,no,no,
1570,consultants on paints,solvent for paint,no,no,
1571,consultants on paints,waste paint,no,no,
1572,consultants on paints,waste emulsion paint,no,no,
1573,consultants on paints,electrostatic paint,no,no,
1574,consultants on paints,"waste emulsion paint, separated",no,no,
1575,consultatns on enamels,enamelling,no,no,
1576,consultatns on enamels,sanitary ceramics,no,no,
1577,consultatns on enamels,anionic resin,no,no,
1578,consultatns on enamels,cationic resin,no,no,
1579,consultatns on enamels,clay plaster,no,no,
1580,contact dryers,dryer,medium,yes,
1581,contact dryers,hair dryer,no,no,
1582,contact dryers,technical wood drying facility,no,no,
1583,contact dryers,"dried roughage store, non ventilated",no,no,
1584,contact dryers,"drying, natural gas",no,no,
1585,contact rivets with galvanic surface finishing,reinforcing steel,no,no,
1586,contact rivets with galvanic surface finishing,metal coating facility,no,no,
1587,contact rivets with galvanic surface finishing,"tinplate, in mixed metal scrap",no,no,
1588,contact rivets with galvanic surface finishing,"brass removed by turning, primarily dressing, computer numerical controlled",no,no,
1589,contact tubes for annealing,tube insulation factory,no,no,
1590,contact tubes for annealing,glass tube factory,no,no,
1591,contact tubes for annealing,"tube insulation, elastomere",no,no,
1592,contact tubes for annealing,evacuated tube collector,no,no,
1593,container,container ship,no,no,
1594,container,"containerboard, unspecified",no,no,
1595,container,liquid packaging board container,no,no,
1596,container,"maintenance, container ship",no,no,
1597,container,"used reefer, intermodal shipping container, 40-foot, high-cube",medium,yes,
1598,container coatings,coating powder,no,no,
1599,container coatings,metal coating facility,no,no,
1600,container coatings,"paper, woodfree, coated",no,no,
1601,container coatings,"paper, woodcontaining, lightweight coated",no,no,
1602,container coatings,"coating, with melamine impregnated paper",no,no,
1603,container desiccants,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1604,container desiccants,"container, for collection of post-consumer waste plastic for recycling",no,no,
1605,container desiccants,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1606,container desiccants,"used intermodal shipping container, 40-foot, high-cube",no,no,
1607,container desiccants,"used intermodal shipping container, 45-foot, high-cube",no,no,
1608,container fittings,"used reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1609,container fittings,"used intermodal shipping container, 45-foot, high-cube",no,no,
1610,container fittings,"maintenance, reefer, intermodal shipping container, 40-foot, high-cube",no,no,
1611,container fittings,"used intermodal shipping container, 40-foot, high-cube",no,no,
1612,container fittings,container ship,no,no,
1613,container handler,container ship,no,no,
1614,container handler,"maintenance, container ship",no,no,
1615,container handler,"operation, intermodal shipping container",no,no,
1616,container handler,"containerboard, unspecified",no,no,
1617,container handler,"used intermodal shipping container, 40-foot",no,no,
